Transaction_ID,Customer_ID,Date,Time,Store_ID,Store_Name,Product_ID,Product_Name,Category,Price,Quantity,Total Amount,Sex,Join_Date,Date_of_Birth
T-9420,7492,2022-11-05,19:46:08,S-100,中野店,P-002,酒B,アルコール,1300,1,1300,Women,2022-03-02,1970-05-02
T-28275,4707,2022-11-05,18:24:30,S-100,中野店,P-004,酒D,アルコール,1535,2,3070,Women,2022-09-10,1990-11-24
T-14459,5934,2022-11-05,20:38:25,S-100,中野店,P-023,酒W,アルコール,1676,4,6704,Men,2022-08-15,1970-09-25
T-21590,23,2022-11-05,14:01:53,S-100,中野店,P-022,酒V,アルコール,1057,3,3171,Women,2022-08-21,2000-04-23
T-11317,3583,2022-11-05,17:42:15,S-100,中野店,P-003,酒C,アルコール,1507,4,6028,Women,2023-10-04,1980-11-10
T-5599,6039,2022-11-05,14:13:33,S-100,中野店,P-003,酒C,アルコール,1178,5,5890,Men,2022-03-19,1970-06-20
T-21668,9550,2022-11-05,19:58:54,S-100,中野店,P-016,酒P,アルコール,920,4,3680,Men,2022-03-28,1980-02-01
T-4797,8309,2022-11-05,14:10:44,S-100,中野店,P-010,酒J,アルコール,1330,4,5320,Women,2022-11-23,1970-12-09
T-10006,8544,2022-11-05,20:17:40,S-100,中野店,P-002,酒B,アルコール,1544,5,7720,Women,2022-09-27,1990-11-18
T-1054,6186,2022-11-05,15:37:58,S-100,中野店,P-022,酒V,アルコール,1618,4,6472,Women,2022-02-01,2000-03-22
T-4765,3368,2022-11-05,18:06:15,S-100,中野店,P-007,酒G,アルコール,919,2,1838,Men,2022-09-04,1980-04-07
T-21429,4490,2022-11-05,15:20:04,S-100,中野店,P-004,酒D,アルコール,1488,5,7440,Men,2022-08-27,1990-11-13
T-25463,9688,2022-11-05,11:44:38,S-100,中野店,P-011,酒K,アルコール,1126,2,2252,Women,2022-05-04,1990-07-28
T-10119,7220,2022-11-05,19:02:44,S-100,中野店,P-003,酒C,アルコール,251,4,1004,Women,2023-05-25,1990-08-21
T-16997,522,2022-11-05,16:00:09,S-100,中野店,P-020,酒T,アルコール,361,4,1444,Men,2022-11-08,2000-04-18
T-18593,7848,2022-11-05,16:45:28,S-100,中野店,P-017,酒Q,アルコール,1322,5,6610,Men,2022-07-07,1990-10-21
T-18441,8965,2022-11-05,13:52:08,S-100,中野店,P-010,酒J,アルコール,288,5,1440,Men,2022-06-04,1990-11-08
T-18328,8193,2022-11-05,15:49:25,S-100,中野店,P-017,酒Q,アルコール,569,4,2276,Men,2022-06-04,1980-07-12
T-18795,2726,2022-11-05,11:52:08,S-100,中野店,P-015,酒O,アルコール,278,3,834,Men,2022-08-22,1990-09-02
T-8482,8233,2022-11-05,14:06:28,S-100,中野店,P-013,酒M,アルコール,462,1,462,Men,2022-05-01,1990-06-19
T-1711,1234,2022-11-05,14:39:09,S-100,中野店,P-006,酒F,アルコール,1390,3,4170,Men,2022-09-21,1990-11-12
T-5170,4169,2022-11-05,20:14:55,S-100,中野店,P-001,酒A,アルコール,1581,5,7905,Men,2022-11-23,1990-10-28
T-8621,6086,2022-11-05,15:09:52,S-100,中野店,P-017,酒Q,アルコール,633,5,3165,Men,2022-06-17,1980-11-21
T-18012,9875,2022-11-05,13:28:21,S-100,中野店,P-016,酒P,アルコール,1514,5,7570,Men,2022-09-10,1990-08-01
T-27674,671,2022-11-05,13:50:29,S-100,中野店,P-008,酒H,アルコール,877,4,3508,Women,2023-06-25,2000-03-18
T-24757,6141,2022-11-05,11:27:11,S-100,中野店,P-007,酒G,アルコール,550,1,550,Women,2022-06-24,1980-04-27
T-11663,3970,2022-11-05,11:16:35,S-100,中野店,P-016,酒P,アルコール,1280,1,1280,Men,2022-09-06,1980-06-26
T-10037,8732,2022-11-05,11:03:06,S-100,中野店,P-019,酒S,アルコール,1580,2,3160,Men,2022-06-07,1990-10-21
T-17723,3122,2022-11-05,20:30:38,S-100,中野店,P-010,酒J,アルコール,150,1,150,Women,2022-05-11,1980-03-19
T-14620,5287,2022-11-05,14:49:41,S-100,中野店,P-010,酒J,アルコール,822,3,2466,Men,2023-03-12,1980-06-25
T-6388,3286,2022-11-05,16:06:14,S-100,中野店,P-014,酒N,アルコール,664,5,3320,Men,2023-04-22,1990-11-24
T-4377,8754,2022-11-05,11:17:38,S-100,中野店,P-017,酒Q,アルコール,1258,4,5032,Men,2022-04-09,1980-01-10
T-6888,2095,2022-11-05,14:12:17,S-100,中野店,P-014,酒N,アルコール,1000,1,1000,Men,2022-06-15,1980-05-18
T-4170,8737,2022-11-05,16:33:08,S-100,中野店,P-014,酒N,アルコール,1276,1,1276,Women,2023-03-18,1970-06-07
T-205,3485,2022-11-05,13:50:07,S-100,中野店,P-023,酒W,アルコール,1138,4,4552,Men,2023-08-23,1990-02-23
T-10139,8378,2022-11-05,20:57:37,S-100,中野店,P-001,酒A,アルコール,1340,3,4020,Men,2022-06-08,1980-12-02
T-20170,5104,2022-11-06,19:35:36,S-100,中野店,P-011,酒K,アルコール,1650,5,8250,Women,2022-02-03,1980-03-25
T-28251,5878,2022-11-06,18:14:46,S-100,中野店,P-012,酒L,アルコール,1292,5,6460,Women,2022-09-06,2000-08-10
T-14962,8894,2022-11-06,20:13:19,S-100,中野店,P-010,酒J,アルコール,1965,1,1965,Women,2022-02-03,1990-07-08
T-23465,7879,2022-11-06,18:20:32,S-100,中野店,P-015,酒O,アルコール,613,5,3065,Women,2022-12-24,1990-10-01
T-16939,869,2022-11-06,12:27:22,S-100,中野店,P-016,酒P,アルコール,289,3,867,Men,2022-07-25,1990-05-19
T-16305,2650,2022-11-06,16:06:16,S-100,中野店,P-002,酒B,アルコール,1813,2,3626,Women,2022-09-06,1980-01-02
T-27583,5353,2022-11-06,18:14:39,S-100,中野店,P-007,酒G,アルコール,724,2,1448,Men,2022-10-01,1980-11-27
T-13450,2909,2022-11-06,20:29:05,S-100,中野店,P-014,酒N,アルコール,1361,2,2722,Men,2022-11-13,1970-11-17
T-27032,2788,2022-11-06,12:27:10,S-100,中野店,P-014,酒N,アルコール,365,1,365,Women,2022-09-03,1990-08-08
T-18494,4848,2022-11-06,15:01:45,S-100,中野店,P-013,酒M,アルコール,846,2,1692,Women,2022-11-12,1990-04-25
T-24452,8328,2022-11-06,17:09:46,S-100,中野店,P-001,酒A,アルコール,339,3,1017,Women,2023-01-25,1990-11-06
T-22271,9935,2022-11-06,15:56:05,S-100,中野店,P-008,酒H,アルコール,391,1,391,Women,2022-08-06,1970-12-19
T-14503,7538,2022-11-06,18:43:43,S-100,中野店,P-011,酒K,アルコール,749,5,3745,Women,2022-11-12,1990-03-08
T-23118,2191,2022-11-06,11:58:19,S-100,中野店,P-002,酒B,アルコール,1594,1,1594,Women,2022-06-16,1980-06-09
T-27245,1720,2022-11-06,11:41:58,S-100,中野店,P-009,酒I,アルコール,501,4,2004,Men,2022-02-01,1980-03-13
T-24262,7679,2022-11-06,12:11:16,S-100,中野店,P-013,酒M,アルコール,1792,3,5376,Women,2022-12-09,1990-02-10
T-20001,8468,2022-11-06,16:06:02,S-100,中野店,P-015,酒O,アルコール,900,1,900,Men,2023-10-18,1970-10-13
T-13342,3710,2022-11-06,12:18:36,S-100,中野店,P-017,酒Q,アルコール,1655,4,6620,Women,2023-03-14,1970-05-03
T-20121,5441,2022-11-06,15:29:38,S-100,中野店,P-002,酒B,アルコール,1541,5,7705,Men,2022-01-18,2000-04-06
T-16833,4839,2022-11-06,18:56:07,S-100,中野店,P-009,酒I,アルコール,736,4,2944,Women,2022-06-26,1970-09-21
T-23443,7512,2022-11-06,12:34:22,S-100,中野店,P-004,酒D,アルコール,1977,3,5931,Women,2022-02-26,1980-02-09
T-13125,5338,2022-11-06,18:24:52,S-100,中野店,P-013,酒M,アルコール,1301,2,2602,Women,2022-11-12,1970-06-22
T-30000,821,2022-11-06,15:01:51,S-100,中野店,P-024,酒X,アルコール,1145,3,3435,Men,2022-05-26,1990-04-22
T-3668,8093,2022-11-06,14:52:49,S-100,中野店,P-011,酒K,アルコール,1547,2,3094,Women,2022-05-21,1970-08-16
T-9143,3289,2022-11-06,14:33:12,S-100,中野店,P-011,酒K,アルコール,1276,2,2552,Women,2023-03-16,1980-10-22
T-10585,122,2022-11-06,18:52:39,S-100,中野店,P-021,酒U,アルコール,1280,1,1280,Women,2022-12-02,1980-02-27
T-2228,280,2022-11-06,16:59:45,S-100,中野店,P-018,酒R,アルコール,1631,4,6524,Men,2022-04-02,1980-03-11
T-4493,3031,2022-11-06,12:56:40,S-100,中野店,P-019,酒S,アルコール,185,3,555,Women,2022-02-05,1990-08-27
T-558,4604,2022-11-06,11:46:58,S-100,中野店,P-009,酒I,アルコール,1583,4,6332,Men,2022-12-15,1980-04-01
T-4615,6624,2022-11-06,14:53:00,S-100,中野店,P-008,酒H,アルコール,601,3,1803,Women,2023-03-06,1990-11-06
T-6616,1142,2022-11-06,16:11:56,S-100,中野店,P-005,酒E,アルコール,1725,1,1725,Men,2022-07-20,1990-04-18
T-7357,1052,2022-11-06,19:29:40,S-100,中野店,P-006,酒F,アルコール,1860,3,5580,Women,2022-05-11,1990-06-28
T-6791,3557,2022-11-06,13:59:34,S-100,中野店,P-016,酒P,アルコール,771,1,771,Women,2023-12-23,1980-01-16
T-9461,3381,2022-11-06,14:52:40,S-100,中野店,P-003,酒C,アルコール,1389,3,4167,Men,2022-12-06,1990-11-06
T-25852,3529,2022-11-07,13:03:22,S-100,中野店,P-002,酒B,アルコール,206,3,618,Women,2022-07-18,1980-09-25
T-17940,7667,2022-11-07,12:22:34,S-100,中野店,P-011,酒K,アルコール,1902,5,9510,Women,2022-02-24,1990-11-22
T-21410,5089,2022-11-07,16:44:39,S-100,中野店,P-002,酒B,アルコール,1622,1,1622,Men,2022-08-24,1990-07-21
T-16152,3532,2022-11-07,11:42:02,S-100,中野店,P-013,酒M,アルコール,476,4,1904,Women,2022-02-11,1980-12-17
T-17469,4433,2022-11-07,18:50:29,S-100,中野店,P-009,酒I,アルコール,802,2,1604,Men,2022-06-18,2000-03-13
T-6919,2199,2022-11-07,17:33:01,S-100,中野店,P-012,酒L,アルコール,1638,3,4914,Men,2023-12-24,1990-09-04
T-28285,8967,2022-11-07,19:43:08,S-100,中野店,P-005,酒E,アルコール,1665,3,4995,Women,2022-05-10,1990-05-27
T-4775,2910,2022-11-07,14:07:55,S-100,中野店,P-002,酒B,アルコール,1687,2,3374,Women,2022-02-06,2000-07-25
T-19666,1493,2022-11-07,16:00:46,S-100,中野店,P-009,酒I,アルコール,861,2,1722,Men,2022-12-20,1980-02-14
T-21648,9422,2022-11-07,15:42:29,S-100,中野店,P-018,酒R,アルコール,728,3,2184,Men,2022-07-08,1990-10-10
T-28310,9303,2022-11-07,19:43:52,S-100,中野店,P-004,酒D,アルコール,1792,1,1792,Women,2022-08-05,1990-12-16
T-23992,2277,2022-11-07,18:51:01,S-100,中野店,P-012,酒L,アルコール,655,4,2620,Women,2022-06-16,1980-04-02
T-6845,1214,2022-11-07,19:36:41,S-100,中野店,P-010,酒J,アルコール,903,5,4515,Men,2022-09-08,1990-04-12
T-2052,3360,2022-11-07,16:31:14,S-100,中野店,P-012,酒L,アルコール,1142,4,4568,Women,2023-03-15,1970-07-15
T-18539,2800,2022-11-07,19:50:44,S-100,中野店,P-012,酒L,アルコール,1633,4,6532,Women,2023-05-14,1990-09-07
T-10966,1358,2022-11-07,13:36:09,S-100,中野店,P-004,酒D,アルコール,1324,5,6620,Women,2022-06-10,1990-12-12
T-7448,9091,2022-11-07,16:23:44,S-100,中野店,P-020,酒T,アルコール,1561,1,1561,Men,2022-06-05,1980-09-14
T-29064,752,2022-11-07,18:00:07,S-100,中野店,P-016,酒P,アルコール,1627,2,3254,Women,2022-08-25,1990-09-16
T-6367,8254,2022-11-07,19:12:51,S-100,中野店,P-010,酒J,アルコール,1824,4,7296,Men,2022-06-24,1990-09-21
T-27961,5192,2022-11-07,19:22:59,S-100,中野店,P-023,酒W,アルコール,1609,1,1609,Men,2022-04-25,2000-07-27
T-22880,5716,2022-11-07,19:58:32,S-100,中野店,P-010,酒J,アルコール,169,1,169,Men,2022-11-08,1990-03-16
T-20463,2349,2022-11-07,19:43:12,S-100,中野店,P-009,酒I,アルコール,1544,3,4632,Men,2022-04-20,1990-07-11
T-15642,3470,2022-11-07,17:03:45,S-100,中野店,P-006,酒F,アルコール,258,4,1032,Men,2023-04-26,1990-05-27
T-9755,9577,2022-11-07,17:30:35,S-100,中野店,P-018,酒R,アルコール,334,4,1336,Men,2022-09-20,1990-12-13
T-23657,1261,2022-11-07,17:50:58,S-100,中野店,P-022,酒V,アルコール,1509,2,3018,Women,2022-10-02,1990-10-23
T-14085,9251,2022-11-07,18:10:18,S-100,中野店,P-021,酒U,アルコール,1826,3,5478,Women,2022-06-20,1990-07-19
T-22671,3826,2022-11-07,16:06:41,S-100,中野店,P-024,酒X,アルコール,1775,2,3550,Men,2023-07-26,1990-12-22
T-11147,6903,2022-11-07,17:44:14,S-100,中野店,P-008,酒H,アルコール,770,2,1540,Women,2022-03-06,1990-10-18
T-24001,2423,2022-11-07,18:45:08,S-100,中野店,P-018,酒R,アルコール,1393,4,5572,Women,2023-09-24,1990-03-02
T-18586,9610,2022-11-07,20:42:01,S-100,中野店,P-018,酒R,アルコール,296,2,592,Women,2022-05-26,1990-07-07
T-13549,9005,2022-11-07,18:43:50,S-100,中野店,P-019,酒S,アルコール,1029,2,2058,Women,2022-07-22,2000-09-11
T-1813,136,2022-11-07,15:10:45,S-100,中野店,P-006,酒F,アルコール,323,5,1615,Men,2022-05-15,1980-01-27
T-4987,2589,2022-11-07,12:20:41,S-100,中野店,P-013,酒M,アルコール,953,3,2859,Men,2022-12-14,1990-04-06
T-576,9243,2022-11-07,13:38:56,S-100,中野店,P-018,酒R,アルコール,643,3,1929,Women,2023-11-04,1980-04-03
T-25221,1601,2022-11-07,14:33:50,S-100,中野店,P-017,酒Q,アルコール,555,4,2220,Women,2022-11-01,1990-02-14
T-1972,7842,2022-11-07,19:52:31,S-100,中野店,P-024,酒X,アルコール,220,3,660,Women,2022-07-16,1990-11-24
T-23997,9592,2022-11-07,20:29:06,S-100,中野店,P-023,酒W,アルコール,558,1,558,Women,2022-03-11,1990-10-19
T-12522,9391,2022-11-07,17:21:11,S-100,中野店,P-014,酒N,アルコール,1227,5,6135,Women,2023-09-12,1990-11-23
T-22664,4558,2022-11-07,14:33:33,S-100,中野店,P-022,酒V,アルコール,212,3,636,Men,2022-07-26,1980-12-04
T-15909,2704,2022-11-07,11:58:17,S-100,中野店,P-022,酒V,アルコール,1941,1,1941,Women,2022-02-12,1990-01-03
T-2460,2252,2022-11-08,18:19:07,S-100,中野店,P-019,酒S,アルコール,1993,3,5979,Men,2023-07-08,1990-01-12
T-28907,7228,2022-11-08,19:43:50,S-100,中野店,P-013,酒M,アルコール,1627,2,3254,Women,2022-02-19,1990-06-14
T-24625,1217,2022-11-08,12:04:45,S-100,中野店,P-008,酒H,アルコール,1964,1,1964,Women,2022-12-22,1980-10-14
T-3747,4638,2022-11-08,17:27:27,S-100,中野店,P-004,酒D,アルコール,470,4,1880,Women,2022-05-03,1980-10-07
T-27807,5139,2022-11-08,15:55:33,S-100,中野店,P-020,酒T,アルコール,1585,2,3170,Women,2022-01-06,1990-03-21
T-14743,3067,2022-11-08,12:18:59,S-100,中野店,P-020,酒T,アルコール,1633,3,4899,Men,2022-08-26,1990-02-07
T-29710,5705,2022-11-08,12:26:02,S-100,中野店,P-011,酒K,アルコール,1767,4,7068,Men,2022-11-15,1990-11-12
T-20853,932,2022-11-08,15:55:27,S-100,中野店,P-007,酒G,アルコール,1695,2,3390,Women,2022-05-14,1990-12-22
T-15672,5002,2022-11-08,14:11:39,S-100,中野店,P-019,酒S,アルコール,1522,2,3044,Men,2022-09-11,1990-11-04
T-15262,9038,2022-11-08,15:37:42,S-100,中野店,P-015,酒O,アルコール,1642,3,4926,Women,2023-02-13,1990-05-16
T-18753,4198,2022-11-08,19:29:40,S-100,中野店,P-012,酒L,アルコール,1927,4,7708,Men,2022-07-21,1980-11-16
T-3693,8915,2022-11-08,18:43:29,S-100,中野店,P-024,酒X,アルコール,1766,4,7064,Men,2022-10-17,1990-09-22
T-7066,4160,2022-11-08,12:44:23,S-100,中野店,P-012,酒L,アルコール,506,4,2024,Men,2023-11-01,1980-11-14
T-5913,49,2022-11-08,19:19:59,S-100,中野店,P-010,酒J,アルコール,392,5,1960,Women,2022-03-11,1990-10-09
T-25428,9714,2022-11-08,11:25:18,S-100,中野店,P-015,酒O,アルコール,692,5,3460,Men,2023-03-03,1990-01-02
T-29695,6110,2022-11-08,16:48:32,S-100,中野店,P-006,酒F,アルコール,1475,5,7375,Men,2023-07-25,1990-11-12
T-27950,8398,2022-11-08,20:14:26,S-100,中野店,P-021,酒U,アルコール,1901,4,7604,Women,2023-07-17,1990-01-10
T-15706,6739,2022-11-08,11:19:29,S-100,中野店,P-012,酒L,アルコール,1189,3,3567,Men,2022-06-21,1980-08-22
T-26986,6497,2022-11-08,19:38:49,S-100,中野店,P-019,酒S,アルコール,504,1,504,Women,2022-08-23,2000-07-13
T-11601,9934,2022-11-08,16:53:21,S-100,中野店,P-001,酒A,アルコール,260,3,780,Men,2022-07-23,1990-05-21
T-11478,3347,2022-11-08,15:42:06,S-100,中野店,P-019,酒S,アルコール,1744,4,6976,Women,2023-01-07,1980-03-10
T-24131,9652,2022-11-08,18:53:46,S-100,中野店,P-005,酒E,アルコール,1974,2,3948,Men,2023-09-24,1980-01-05
T-1439,4906,2022-11-08,14:58:28,S-100,中野店,P-022,酒V,アルコール,1377,1,1377,Men,2022-08-14,1990-01-14
T-21142,4910,2022-11-08,13:04:53,S-100,中野店,P-009,酒I,アルコール,317,3,951,Women,2023-05-20,1990-04-18
T-11195,8506,2022-11-08,11:00:17,S-100,中野店,P-023,酒W,アルコール,1637,3,4911,Men,2022-01-03,1990-02-01
T-3208,344,2022-11-08,13:18:38,S-100,中野店,P-020,酒T,アルコール,1653,2,3306,Women,2022-10-15,1990-04-22
T-23593,8738,2022-11-08,15:48:52,S-100,中野店,P-016,酒P,アルコール,106,3,318,Women,2022-12-17,1980-09-24
T-22958,2641,2022-11-08,20:38:19,S-100,中野店,P-013,酒M,アルコール,148,2,296,Men,2023-08-19,1990-02-27
T-16431,1693,2022-11-08,14:03:58,S-100,中野店,P-018,酒R,アルコール,1240,1,1240,Men,2023-02-15,1980-07-16
T-13268,5768,2022-11-08,17:36:19,S-100,中野店,P-008,酒H,アルコール,1368,5,6840,Men,2022-12-18,1980-12-10
T-7269,1140,2022-11-08,18:48:01,S-100,中野店,P-015,酒O,アルコール,1985,2,3970,Men,2022-04-18,1980-08-07
T-22037,5183,2022-11-08,20:21:06,S-100,中野店,P-009,酒I,アルコール,926,5,4630,Men,2022-08-13,1990-02-15
T-3177,4803,2022-11-08,13:27:48,S-100,中野店,P-024,酒X,アルコール,882,2,1764,Men,2022-06-08,2000-08-21
T-1097,8297,2022-11-08,18:00:55,S-100,中野店,P-009,酒I,アルコール,1931,3,5793,Women,2023-08-05,2000-11-04
T-18442,7671,2022-11-08,11:07:57,S-100,中野店,P-002,酒B,アルコール,1480,5,7400,Men,2022-11-17,1970-11-28
T-24491,5165,2022-11-08,11:05:27,S-100,中野店,P-005,酒E,アルコール,1161,3,3483,Women,2022-04-04,1990-12-18
T-17925,6085,2022-11-08,12:09:15,S-100,中野店,P-012,酒L,アルコール,850,5,4250,Men,2022-01-22,1990-12-12
T-26980,1244,2022-11-08,14:23:29,S-100,中野店,P-004,酒D,アルコール,218,3,654,Women,2022-07-18,1990-08-20
T-758,7409,2022-11-08,12:41:21,S-100,中野店,P-004,酒D,アルコール,1108,3,3324,Men,2023-03-17,1990-10-21
T-717,3260,2022-11-08,12:19:52,S-100,中野店,P-014,酒N,アルコール,430,2,860,Men,2022-08-06,2000-08-23
T-22521,1614,2022-11-08,17:30:41,S-100,中野店,P-007,酒G,アルコール,1453,3,4359,Women,2022-01-13,1990-06-28
T-13221,772,2022-11-08,15:55:46,S-100,中野店,P-009,酒I,アルコール,474,2,948,Women,2023-09-24,1980-09-24
T-28261,1415,2022-11-09,14:49:24,S-100,中野店,P-016,酒P,アルコール,1886,3,5658,Men,2022-01-03,1980-06-20
T-28184,1777,2022-11-09,18:03:55,S-100,中野店,P-018,酒R,アルコール,1672,4,6688,Women,2022-07-13,2000-03-09
T-18779,1916,2022-11-09,20:30:37,S-100,中野店,P-021,酒U,アルコール,703,3,2109,Women,2022-07-23,2000-05-22
T-13323,7430,2022-11-09,18:23:39,S-100,中野店,P-020,酒T,アルコール,1431,2,2862,Men,2022-09-04,1980-10-21
T-4345,3748,2022-11-09,16:45:18,S-100,中野店,P-002,酒B,アルコール,1674,1,1674,Men,2022-02-02,1990-12-23
T-6925,3405,2022-11-09,19:46:01,S-100,中野店,P-016,酒P,アルコール,1133,5,5665,Women,2022-08-16,1980-04-07
T-13755,3420,2022-11-09,15:56:46,S-100,中野店,P-001,酒A,アルコール,746,3,2238,Men,2023-12-09,1990-03-23
T-1526,4310,2022-11-09,12:45:01,S-100,中野店,P-007,酒G,アルコール,1192,1,1192,Women,2022-06-09,2000-10-01
T-20444,5089,2022-11-09,16:23:07,S-100,中野店,P-011,酒K,アルコール,1681,3,5043,Men,2023-11-20,1990-10-02
T-19041,4607,2022-11-09,11:59:57,S-100,中野店,P-023,酒W,アルコール,287,2,574,Men,2023-03-18,1980-06-12
T-12885,8416,2022-11-09,11:21:15,S-100,中野店,P-012,酒L,アルコール,1367,3,4101,Men,2022-12-16,1990-01-27
T-2078,9536,2022-11-09,15:12:36,S-100,中野店,P-006,酒F,アルコール,971,5,4855,Men,2022-12-18,1980-04-17
T-5197,4078,2022-11-09,13:49:01,S-100,中野店,P-002,酒B,アルコール,1285,3,3855,Men,2022-07-02,1990-06-19
T-257,926,2022-11-09,20:25:34,S-100,中野店,P-003,酒C,アルコール,556,3,1668,Men,2022-12-12,1980-06-23
T-3642,1152,2022-11-09,14:53:59,S-100,中野店,P-004,酒D,アルコール,1983,3,5949,Women,2023-03-23,1990-12-28
T-13175,6210,2022-11-09,11:55:50,S-100,中野店,P-002,酒B,アルコール,1921,5,9605,Men,2022-07-28,1980-11-21
T-27161,2890,2022-11-09,18:22:18,S-100,中野店,P-023,酒W,アルコール,182,5,910,Women,2023-12-14,1980-08-25
T-16383,952,2022-11-09,20:38:37,S-100,中野店,P-024,酒X,アルコール,1672,5,8360,Men,2022-11-02,1990-01-11
T-29411,2949,2022-11-09,11:07:49,S-100,中野店,P-020,酒T,アルコール,1986,2,3972,Men,2022-05-06,1980-03-19
T-29176,4958,2022-11-09,14:26:34,S-100,中野店,P-004,酒D,アルコール,121,2,242,Men,2022-04-27,1990-08-04
T-10488,5221,2022-11-09,12:13:36,S-100,中野店,P-016,酒P,アルコール,1364,3,4092,Women,2023-02-13,1980-02-10
T-25953,595,2022-11-09,15:03:19,S-100,中野店,P-020,酒T,アルコール,1599,2,3198,Women,2023-02-17,1990-10-17
T-6959,10,2022-11-09,15:02:30,S-100,中野店,P-004,酒D,アルコール,659,1,659,Men,2022-10-19,1980-04-12
T-24595,1197,2022-11-09,13:37:07,S-100,中野店,P-014,酒N,アルコール,1262,2,2524,Men,2023-10-05,1990-02-08
T-2845,4890,2022-11-09,18:00:14,S-100,中野店,P-012,酒L,アルコール,1602,5,8010,Men,2022-08-09,1970-03-11
T-13994,5140,2022-11-09,18:28:32,S-100,中野店,P-009,酒I,アルコール,918,5,4590,Men,2022-06-26,1990-03-26
T-18435,2800,2022-11-09,13:55:30,S-100,中野店,P-024,酒X,アルコール,535,1,535,Women,2022-06-11,1980-10-10
T-23401,5906,2022-11-09,17:47:51,S-100,中野店,P-008,酒H,アルコール,830,3,2490,Women,2022-07-26,1990-01-07
T-868,5643,2022-11-09,17:21:28,S-100,中野店,P-022,酒V,アルコール,1429,2,2858,Men,2023-05-25,1990-02-07
T-14453,108,2022-11-09,18:28:41,S-100,中野店,P-007,酒G,アルコール,1400,3,4200,Women,2022-04-17,1990-12-17
T-25429,8744,2022-11-09,12:32:19,S-100,中野店,P-003,酒C,アルコール,348,5,1740,Men,2022-12-02,1990-08-08
T-24473,9139,2022-11-09,14:19:40,S-100,中野店,P-005,酒E,アルコール,574,4,2296,Women,2022-08-16,1970-05-15
T-11652,7870,2022-11-09,11:27:26,S-100,中野店,P-020,酒T,アルコール,219,4,876,Men,2023-10-12,1990-05-27
T-25226,7099,2022-11-09,17:49:30,S-100,中野店,P-017,酒Q,アルコール,567,4,2268,Women,2022-12-23,1980-11-01
T-6790,9424,2022-11-09,17:45:38,S-100,中野店,P-008,酒H,アルコール,635,4,2540,Men,2022-06-11,1990-02-05
T-13330,1706,2022-11-09,12:06:38,S-100,中野店,P-007,酒G,アルコール,1364,2,2728,Women,2022-04-16,1970-01-02
T-19772,5632,2022-11-09,17:34:46,S-100,中野店,P-023,酒W,アルコール,1710,5,8550,Men,2022-02-18,1990-03-07
T-26057,9223,2022-11-09,13:18:15,S-100,中野店,P-010,酒J,アルコール,1948,2,3896,Women,2022-05-28,1990-05-12
T-29367,1633,2022-11-09,11:22:09,S-100,中野店,P-008,酒H,アルコール,514,1,514,Women,2022-04-08,1980-06-27
T-1233,7577,2022-11-10,11:18:56,S-100,中野店,P-013,酒M,アルコール,456,3,1368,Men,2022-05-02,1970-01-16
T-21732,7935,2022-11-10,14:22:30,S-100,中野店,P-023,酒W,アルコール,1654,2,3308,Men,2022-06-17,1980-11-23
T-4053,9117,2022-11-10,18:43:48,S-100,中野店,P-011,酒K,アルコール,492,1,492,Women,2022-05-08,2000-04-09
T-21906,609,2022-11-10,13:38:06,S-100,中野店,P-006,酒F,アルコール,1172,1,1172,Women,2022-05-20,1990-02-18
T-22300,4679,2022-11-10,15:42:03,S-100,中野店,P-001,酒A,アルコール,912,2,1824,Men,2022-12-09,1980-11-26
T-17267,2406,2022-11-10,14:16:23,S-100,中野店,P-014,酒N,アルコール,1225,5,6125,Women,2023-03-18,1990-08-02
T-21830,1737,2022-11-10,13:46:35,S-100,中野店,P-003,酒C,アルコール,1556,3,4668,Men,2022-05-21,1980-01-05
T-7462,563,2022-11-10,19:50:25,S-100,中野店,P-013,酒M,アルコール,488,4,1952,Women,2022-08-12,2000-01-27
T-24775,9746,2022-11-10,20:46:11,S-100,中野店,P-008,酒H,アルコール,1454,1,1454,Women,2022-08-17,2000-03-05
T-27516,9486,2022-11-10,14:40:33,S-100,中野店,P-002,酒B,アルコール,1028,2,2056,Women,2022-03-03,1990-01-08
T-407,7567,2022-11-10,18:32:38,S-100,中野店,P-022,酒V,アルコール,1356,1,1356,Men,2023-11-19,1990-06-01
T-5101,3075,2022-11-10,20:59:12,S-100,中野店,P-017,酒Q,アルコール,745,5,3725,Men,2022-09-18,1980-10-28
T-20667,2329,2022-11-10,20:45:25,S-100,中野店,P-019,酒S,アルコール,770,4,3080,Men,2022-02-25,2000-12-15
T-26745,9479,2022-11-10,18:33:05,S-100,中野店,P-013,酒M,アルコール,1122,4,4488,Men,2022-12-24,2000-12-23
T-12533,9351,2022-11-10,12:44:17,S-100,中野店,P-021,酒U,アルコール,584,3,1752,Women,2022-09-23,1990-05-25
T-21148,329,2022-11-10,20:59:03,S-100,中野店,P-021,酒U,アルコール,950,3,2850,Men,2022-11-16,2000-11-25
T-9552,5488,2022-11-10,11:19:15,S-100,中野店,P-020,酒T,アルコール,1722,1,1722,Women,2022-02-03,1990-01-28
T-25970,3733,2022-11-10,16:46:10,S-100,中野店,P-021,酒U,アルコール,1565,2,3130,Men,2022-07-24,1980-12-13
